TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
100,BBCNews,BBC News (UK),2018-06-05 11:50:49+00:00,0.202,0.743,0.055,0.578,"RT @bbclaurak: And least surprising story of the day, Cabinet has approved Heathrow expansion - (again) - but this is a bit like outline pl…"
99,BBCNews,BBC News (UK),2018-06-05 11:57:55+00:00,0.188,0.812,0.0,0.4019,"""This is a project with benefits that reach far beyond London""

Transport Sec Chris Grayling says Heathrow Airport… https://t.co/LslhFDv41K"
98,BBCNews,BBC News (UK),2018-06-05 12:01:35+00:00,0.0,1.0,0.0,0.0,Loris Karius: Liverpool keeper referred for concussion tests by club https://t.co/Mm7Ntv81QR
97,BBCNews,BBC News (UK),2018-06-05 12:22:27+00:00,0.0,1.0,0.0,0.0,Syphilis and gonorrhoea cases up by one-fifth https://t.co/hvcdIY3dvg
96,BBCNews,BBC News (UK),2018-06-05 12:24:46+00:00,0.0,1.0,0.0,0.0,Tesco Bank hit by online glitch https://t.co/04VWMMn9Z7
95,BBCNews,BBC News (UK),2018-06-05 12:31:00+00:00,0.098,0.902,0.0,0.3612,"RT @BBCSport: Andy Murray is ""hoping"" to be fit to return for the grass-court season, with further clarification expected in the next 24 ho…"
94,BBCNews,BBC News (UK),2018-06-05 12:36:21+00:00,0.0,1.0,0.0,0.0,"Only a man can run an airline, says Qatar boss https://t.co/E7p46UQX25"
93,BBCNews,BBC News (UK),2018-06-05 12:38:44+00:00,0.167,0.833,0.0,0.2023,Floyd Mayweather regains title as world's top earning athlete https://t.co/y1xNi3rnlc
92,BBCNews,BBC News (UK),2018-06-05 12:38:44+00:00,0.0,1.0,0.0,0.0,Saudi Arabia issues first driving licences to women https://t.co/Bv7GB9loiY
91,BBCNews,BBC News (UK),2018-06-05 12:43:31+00:00,0.12,0.88,0.0,0.3527,"How well do you know England? Can you recognise the location from their descriptions? 

Take our quiz ➡️… https://t.co/dBCVlvR4Bz"
90,BBCNews,BBC News (UK),2018-06-05 12:43:43+00:00,0.375,0.625,0.0,0.6369,Who are anti-Brexit group Best for Britain? https://t.co/TseScURN7k
89,BBCNews,BBC News (UK),2018-06-05 12:57:44+00:00,0.0,1.0,0.0,0.0,Ben Lecomte's bid to be the first to swim the Pacific Ocean https://t.co/tmFIYQpmg1
88,BBCNews,BBC News (UK),2018-06-05 13:00:32+00:00,0.278,0.722,0.0,0.4019,Royal wedding choir on gospel music boost https://t.co/XxhVyZRdVc
87,BBCNews,BBC News (UK),2018-06-05 13:10:47+00:00,0.194,0.806,0.0,0.5859,RT @bbcweather: Dry and increasingly sunny for many of us this afternoon. Cloudy in the SW with a chance of a shower. Jo https://t.co/tgZF3…
86,BBCNews,BBC News (UK),2018-06-05 13:22:14+00:00,0.0,1.0,0.0,0.0,World Cup 2018: Leroy Sane says he will 'bounce back' after Germany omission https://t.co/OCTdE6J9Hw
85,BBCNews,BBC News (UK),2018-06-05 13:25:10+00:00,0.157,0.843,0.0,0.0772,Government clears way for Fox's Sky deal https://t.co/H7l2rbJTYW
84,BBCNews,BBC News (UK),2018-06-05 13:26:11+00:00,0.14,0.86,0.0,0.0772,"Government clears way for Fox's Sky deal

https://t.co/HG7pBxvTL9 https://t.co/neBjMl9XLj"
83,BBCNews,BBC News (UK),2018-06-05 13:27:33+00:00,0.23,0.608,0.162,0.25,Roma fined following crowd disturbances at Liverpool Champions League tie https://t.co/sWUdqD3zme
82,BBCNews,BBC News (UK),2018-06-05 13:53:12+00:00,0.0,1.0,0.0,0.0,Ginger emojis make their debut https://t.co/brCORFFeae
81,BBCNews,BBC News (UK),2018-06-05 13:55:47+00:00,0.0,0.811,0.189,-0.1027,Gordon Brown warns of Brexit 'paralysis' https://t.co/UvwfuDQWkV
80,BBCNews,BBC News (UK),2018-06-05 13:55:47+00:00,0.0,1.0,0.0,0.0,Dani Dyer and other daughters named after their fathers https://t.co/1D8LKJcwWg
79,BBCNews,BBC News (UK),2018-06-05 14:04:05+00:00,0.0,0.814,0.186,-0.1531,Miss America waves bye bye to bikinis https://t.co/QuCdzUcV38
78,BBCNews,BBC News (UK),2018-06-05 14:09:33+00:00,0.2,0.593,0.207,-0.0258,Iran to boost uranium enrichment if nuclear deal fails https://t.co/2x5NxeRZOu
77,BBCNews,BBC News (UK),2018-06-05 14:18:01+00:00,0.503,0.497,0.0,0.7244,Weinstein pleads not guilty to rape charge https://t.co/oKEfSC7kLH
76,BBCNews,BBC News (UK),2018-06-05 14:20:46+00:00,0.151,0.849,0.0,0.5994,"RT @BBCSport: Everyone's been loving Nigeria's kit 🔥

Here are the rest of the home shirts each team will be wearing in Russia.

👉 https://…"
75,BBCNews,BBC News (UK),2018-06-05 14:42:26+00:00,0.0,0.667,0.333,-0.5423,Crocodile kills Ethiopian pastor during lake baptism https://t.co/9she2TOIWZ
74,BBCNews,BBC News (UK),2018-06-05 14:47:46+00:00,0.398,0.602,0.0,0.6486,Fred: Manchester United agree deal for Shakhtar Donetsk midfielder https://t.co/gQOL5Qf1Sg
73,BBCNews,BBC News (UK),2018-06-05 14:53:10+00:00,0.307,0.693,0.0,0.7964,RT @BBCRealityCheck: Who's got better odds: applicants to Oxbridge or for the reality show Love Island? #loveisland https://t.co/B8OKZeItJz
72,BBCNews,BBC News (UK),2018-06-05 15:00:59+00:00,0.099,0.901,0.0,0.0258,Bestival to provide drug testing in attempt to prevent deaths https://t.co/O5f8k2zGub
71,BBCNews,BBC News (UK),2018-06-05 15:05:55+00:00,0.13,0.87,0.0,0.4019,"RT @BBCPolitics: Ex-prime minister Gordon Brown tells @bbclaurak Britain could be ""paralysed"" for years because Westminster parties have no…"
70,BBCNews,BBC News (UK),2018-06-05 15:15:59+00:00,0.0,0.781,0.219,-0.4215,Sergio Ramos: Mohamed Salah 'arm grab' led to shoulder injury https://t.co/3McTkvRAkc
69,BBCNews,BBC News (UK),2018-06-05 15:28:04+00:00,0.0,0.435,0.565,-0.8316,Rail crisis: Your train journey horror stories https://t.co/YNplf5bsmm
68,BBCNews,BBC News (UK),2018-06-05 15:42:02+00:00,0.0,1.0,0.0,0.0,English identity: Your questions about patriotism https://t.co/A16YuMvBtd
67,BBCNews,BBC News (UK),2018-06-05 16:21:17+00:00,0.0,0.583,0.417,-0.6486,Fashion designer Kate Spade found dead https://t.co/EXfkHIMhYq
66,BBCNews,BBC News (UK),2018-06-05 16:35:55+00:00,0.0,0.694,0.306,-0.296,Cuts to sexual-health services imminent https://t.co/WiHrI1jrhx
65,BBCNews,BBC News (UK),2018-06-05 16:38:15+00:00,0.0,0.517,0.483,-0.6808,Terror suspect 're-armed' after mother found knives https://t.co/ksud7p3aCf
64,BBCNews,BBC News (UK),2018-06-05 16:54:38+00:00,0.223,0.777,0.0,0.3182,When is it acceptable to wear a flat cap? https://t.co/GQvRXwWAye
63,BBCNews,BBC News (UK),2018-06-05 16:54:38+00:00,0.1,0.9,0.0,0.0572,Karen Bradley says Northern Ireland abortion law should not be imposed https://t.co/ukDFyEn0UL
62,BBCNews,BBC News (UK),2018-06-05 17:05:27+00:00,0.096,0.904,0.0,0.3254,"RT @amolrajanBBC: 1/ SCOOP: From September, @Peston’s Sunday show on ITV will move to Wednesday evenings. It will follow the news at around…"
61,BBCNews,BBC News (UK),2018-06-05 17:21:07+00:00,0.193,0.6,0.207,-0.0516,Keith Wyness: Aston Villa chief executive suspended by Championship club https://t.co/Lhy8YsXwcA
60,BBCNews,BBC News (UK),2018-06-05 17:32:40+00:00,0.08,0.73,0.19,-0.3612,French Open 2018: Marco Cecchinato shocks Novak Djokovic to reach semi-finals https://t.co/n9lMePAQ8T
59,BBCNews,BBC News (UK),2018-06-05 17:46:40+00:00,0.0,1.0,0.0,0.0,Brexit: Labour amendment seeks 'full access' to EU market https://t.co/V74qKxVVdA
58,BBCNews,BBC News (UK),2018-06-05 17:50:49+00:00,0.0,1.0,0.0,0.0,"One in, one out.🕺 https://t.co/OCtHUemlD2"
57,BBCNews,BBC News (UK),2018-06-05 18:19:48+00:00,0.0,1.0,0.0,0.0,MPs hold highly-charged Northern Ireland abortion laws debate https://t.co/CvEOAUFsQE
56,BBCNews,BBC News (UK),2018-06-05 18:26:52+00:00,0.0,1.0,0.0,0.0,Salad Cream: Heinz 'considers Sandwich Cream re-brand' https://t.co/bKoG2uqaGz
55,BBCNews,BBC News (UK),2018-06-05 18:38:24+00:00,0.0,1.0,0.0,0.0,The English B&amp;B that is famous in Japan https://t.co/EBa3Ei2Goe
54,BBCNews,BBC News (UK),2018-06-05 18:45:11+00:00,0.194,0.806,0.0,0.34,Loris Karius: How did Liverpool goalkeeper play on with concussion? https://t.co/zhjJhD2j9U
53,BBCNews,BBC News (UK),2018-06-05 18:54:24+00:00,0.558,0.442,0.0,0.743,'Beauty iceberg' thrills Newfoundland and Labrador https://t.co/NKYiqi3BcK
52,BBCNews,BBC News (UK),2018-06-05 19:06:44+00:00,0.0,1.0,0.0,0.0,World Cup 2018: Kyle Walker hails 'togetherness' in England camp https://t.co/bnv0BjqH4W
51,BBCNews,BBC News (UK),2018-06-05 19:57:53+00:00,0.0,0.26,0.74,-0.9349,"Kensington stab death: Boy, 14, charged with murder https://t.co/RgmhS4S2zH"
50,BBCNews,BBC News (UK),2018-06-05 20:06:55+00:00,0.0,0.768,0.232,-0.2755,Kate Spade: 'Fashion can't feel like a costume' https://t.co/dXTxhg4eVs
49,BBCNews,BBC News (UK),2018-06-05 20:19:06+00:00,0.0,1.0,0.0,0.0,Kate Spade: A legacy of fashion in photos https://t.co/B54BweHnQQ
48,BBCNews,BBC News (UK),2018-06-05 21:00:32+00:00,0.0,1.0,0.0,0.0,"Wednesday's Independent: ""Tories won't 'rock boat' to tackle Islamophobia"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/JumizbCVto"
47,BBCNews,BBC News (UK),2018-06-05 21:00:34+00:00,0.0,0.784,0.216,-0.5106,"Wednesday's Morning Star: ""Corbyn slams 'scandalous' Tory failure after Grenfell"" (via @MsHelicat)… https://t.co/McvuuQODLD"
46,BBCNews,BBC News (UK),2018-06-05 21:00:41+00:00,0.0,1.0,0.0,0.0,"Wednesday's Metro: ""Brace! Brace! Brace!"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/KctkOnAWE0"
45,BBCNews,BBC News (UK),2018-06-05 21:08:51+00:00,0.291,0.709,0.0,0.5719,Andy Murray delays comeback but still has Wimbledon hopes https://t.co/xmXFhuoxiI
44,BBCNews,BBC News (UK),2018-06-05 21:11:09+00:00,0.0,0.722,0.278,-0.6124,"Wednesday's FT: ""Nix 'withdrew $8m' as scandal loomed at Cambridge Analytica"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/3awz0Bl28u"
43,BBCNews,BBC News (UK),2018-06-05 21:15:38+00:00,0.123,0.877,0.0,0.1027,"Wednesday's i: ""Heathrow runway cleared for take-off"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/RUd8920gF0"
42,BBCNews,BBC News (UK),2018-06-05 21:15:51+00:00,0.0,0.839,0.161,-0.3182,"Wednesday's Express: ""Have we lost control of our streets?"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/KHtQhZ0kYz"
41,BBCNews,BBC News (UK),2018-06-05 21:15:57+00:00,0.0,0.649,0.351,-0.4019,"Wednesday's Star: ""Salad Scream"" #tomorrowspaperstoday https://t.co/AB2TLI8Kzm"
40,BBCNews,BBC News (UK),2018-06-05 21:20:47+00:00,0.557,0.443,0.0,0.8834,Champions League and Europa League: Huge increase in prize money next season https://t.co/Aolkc0aQff
39,BBCNews,BBC News (UK),2018-06-05 21:42:00+00:00,0.172,0.828,0.0,0.3612,"You're the only one who will make me smile, Zverev tells reporter https://t.co/0w25tq0sBO"
38,BBCNews,BBC News (UK),2018-06-05 21:51:11+00:00,0.113,0.887,0.0,0.3182,RT @BBCBreaking: Evacuations are ordered after a fresh blast at Guatemala's Fuego volcano sends material down the south side https://t.co/6…
37,BBCNews,BBC News (UK),2018-06-05 21:57:46+00:00,0.0,1.0,0.0,0.0,"Wednesday's Guardian: ""Labour seeks full access to single market"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/KIVaPIDNPe"
36,BBCNews,BBC News (UK),2018-06-05 21:57:59+00:00,0.0,1.0,0.0,0.0,"Wednesday's Sun: ""Take my watch and go!"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/vNOiRoVxWN"
35,BBCNews,BBC News (UK),2018-06-05 21:58:08+00:00,0.0,0.769,0.231,-0.4588,"Wednesday's Telegraph: ""Minister: Oxbridge diversity failures are 'staggering'"" (via @MsHelicat)… https://t.co/xYdh27SACD"
34,BBCNews,BBC News (UK),2018-06-05 21:58:16+00:00,0.0,1.0,0.0,0.0,"Wednesday's Mirror: ""4 in 5 back penny tax hike for NHS"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/7lKNHA312N"
33,BBCNews,BBC News (UK),2018-06-05 21:58:27+00:00,0.0,1.0,0.0,0.0,"Wednesday's Times: ""Labour bids for 'softest' #Brexit deal in new shift"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/cAZ2pXYv78"
32,BBCNews,BBC News (UK),2018-06-05 21:58:33+00:00,0.0,1.0,0.0,0.0,"Wednesday's Daily Mail: ""Wild West London"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/I62SXYMNeq"
31,BBCNews,BBC News (UK),2018-06-05 22:57:12+00:00,0.0,0.794,0.206,-0.3818,Newspaper headlines: 'Severe turbulence' for May and 'Wild West London' https://t.co/hio1R7vfQN
30,BBCNews,BBC News (UK),2018-06-05 23:43:58+00:00,0.0,1.0,0.0,0.0,Evacuations after new eruption at Guatemalan volcano https://t.co/6SQ8RaoIeM
29,BBCNews,BBC News (UK),2018-06-05 23:43:58+00:00,0.0,1.0,0.0,0.0,TSB investigated over IT meltdown https://t.co/7xNnwENGZv
28,BBCNews,BBC News (UK),2018-06-06 00:04:48+00:00,0.0,0.37,0.63,-0.7003,University bosses' pay rules 'woefully inadequate' https://t.co/YQteIq5Yef
27,BBCNews,BBC News (UK),2018-06-06 00:23:55+00:00,0.0,1.0,0.0,0.0,Tourette's boy is 'not making it up' https://t.co/QHPyMorxHq
26,BBCNews,BBC News (UK),2018-06-06 00:38:02+00:00,0.0,0.756,0.244,-0.4404,Kim Jong-un: The new kid on the diplomatic block https://t.co/g5hEia9mg9
25,BBCNews,BBC News (UK),2018-06-06 00:38:02+00:00,0.0,0.845,0.155,-0.296,Why beige carbs are the ones to avoid - Dr Xand van Tulleken https://t.co/22W3Ywb2Nz
24,BBCNews,BBC News (UK),2018-06-06 00:38:04+00:00,0.0,0.818,0.182,-0.25,Reality Check: Is a driver shortage messing up Northern trains? https://t.co/q5rE8cFnjQ
23,BBCNews,BBC News (UK),2018-06-06 00:38:04+00:00,0.0,0.645,0.355,-0.6597,'How a TV show led to my cancer diagnosis' https://t.co/1u6QZdc5fl
22,BBCNews,BBC News (UK),2018-06-06 00:38:04+00:00,0.19,0.81,0.0,0.2755,Scotland and Britain 'cannot be mistaken for each other' https://t.co/ZPxhtulfql
21,BBCNews,BBC News (UK),2018-06-06 00:40:24+00:00,0.143,0.857,0.0,0.128,Take a look inside the world's largest legal cannabis farm https://t.co/DVihP4PE2z
20,BBCNews,BBC News (UK),2018-06-05 21:20:47+00:00,0.557,0.443,0.0,0.8834,Champions League and Europa League: Huge increase in prize money next season https://t.co/Aolkc0aQff
19,BBCNews,BBC News (UK),2018-06-05 21:42:00+00:00,0.172,0.828,0.0,0.3612,"You're the only one who will make me smile, Zverev tells reporter https://t.co/0w25tq0sBO"
18,BBCNews,BBC News (UK),2018-06-05 21:51:11+00:00,0.113,0.887,0.0,0.3182,RT @BBCBreaking: Evacuations are ordered after a fresh blast at Guatemala's Fuego volcano sends material down the south side https://t.co/6…
17,BBCNews,BBC News (UK),2018-06-05 21:57:46+00:00,0.0,1.0,0.0,0.0,"Wednesday's Guardian: ""Labour seeks full access to single market"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/KIVaPIDNPe"
16,BBCNews,BBC News (UK),2018-06-05 21:57:59+00:00,0.0,1.0,0.0,0.0,"Wednesday's Sun: ""Take my watch and go!"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/vNOiRoVxWN"
15,BBCNews,BBC News (UK),2018-06-05 21:58:08+00:00,0.0,0.769,0.231,-0.4588,"Wednesday's Telegraph: ""Minister: Oxbridge diversity failures are 'staggering'"" (via @MsHelicat)… https://t.co/xYdh27SACD"
14,BBCNews,BBC News (UK),2018-06-05 21:58:16+00:00,0.0,1.0,0.0,0.0,"Wednesday's Mirror: ""4 in 5 back penny tax hike for NHS"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/7lKNHA312N"
13,BBCNews,BBC News (UK),2018-06-05 21:58:27+00:00,0.0,1.0,0.0,0.0,"Wednesday's Times: ""Labour bids for 'softest' #Brexit deal in new shift"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/cAZ2pXYv78"
12,BBCNews,BBC News (UK),2018-06-05 21:58:33+00:00,0.0,1.0,0.0,0.0,"Wednesday's Daily Mail: ""Wild West London"" (via @MsHelicat) #tomorrowspaperstoday https://t.co/I62SXYMNeq"
11,BBCNews,BBC News (UK),2018-06-05 22:57:12+00:00,0.0,0.794,0.206,-0.3818,Newspaper headlines: 'Severe turbulence' for May and 'Wild West London' https://t.co/hio1R7vfQN
10,BBCNews,BBC News (UK),2018-06-05 23:43:58+00:00,0.0,1.0,0.0,0.0,Evacuations after new eruption at Guatemalan volcano https://t.co/6SQ8RaoIeM
9,BBCNews,BBC News (UK),2018-06-05 23:43:58+00:00,0.0,1.0,0.0,0.0,TSB investigated over IT meltdown https://t.co/7xNnwENGZv
8,BBCNews,BBC News (UK),2018-06-06 00:04:48+00:00,0.0,0.37,0.63,-0.7003,University bosses' pay rules 'woefully inadequate' https://t.co/YQteIq5Yef
7,BBCNews,BBC News (UK),2018-06-06 00:23:55+00:00,0.0,1.0,0.0,0.0,Tourette's boy is 'not making it up' https://t.co/QHPyMorxHq
6,BBCNews,BBC News (UK),2018-06-06 00:38:02+00:00,0.0,0.756,0.244,-0.4404,Kim Jong-un: The new kid on the diplomatic block https://t.co/g5hEia9mg9
5,BBCNews,BBC News (UK),2018-06-06 00:38:02+00:00,0.0,0.845,0.155,-0.296,Why beige carbs are the ones to avoid - Dr Xand van Tulleken https://t.co/22W3Ywb2Nz
4,BBCNews,BBC News (UK),2018-06-06 00:38:04+00:00,0.0,0.818,0.182,-0.25,Reality Check: Is a driver shortage messing up Northern trains? https://t.co/q5rE8cFnjQ
3,BBCNews,BBC News (UK),2018-06-06 00:38:04+00:00,0.0,0.645,0.355,-0.6597,'How a TV show led to my cancer diagnosis' https://t.co/1u6QZdc5fl
2,BBCNews,BBC News (UK),2018-06-06 00:38:04+00:00,0.19,0.81,0.0,0.2755,Scotland and Britain 'cannot be mistaken for each other' https://t.co/ZPxhtulfql
1,BBCNews,BBC News (UK),2018-06-06 00:40:24+00:00,0.143,0.857,0.0,0.128,Take a look inside the world's largest legal cannabis farm https://t.co/DVihP4PE2z
100,CBSNews,CBS News,2018-06-05 12:25:24+00:00,0.0,1.0,0.0,0.0,"“I just started thinking about this last night, because I am very much a present-moment person… And I started think… https://t.co/hCoDkhIjV8"
99,CBSNews,CBS News,2018-06-05 12:27:27+00:00,0.0,1.0,0.0,0.0,"“The first time i started having conversations with people with real dysfunctions, with real family issues, from al… https://t.co/SeWngFUE7O"
98,CBSNews,CBS News,2018-06-05 12:30:35+00:00,0.0,1.0,0.0,0.0,AHEAD on @CBSThisMorning: @Oprah will reveal her newest book club selection https://t.co/Ee4IMvlyWy https://t.co/FMfmVI2FkJ
97,CBSNews,CBS News,2018-06-05 12:32:08+00:00,0.0,1.0,0.0,0.0,"RT @CBSThisMorning: .@Oprah recalls sitting in Maya Angelou's kitchen when she told Winfrey: ""Your legacy is every life you touch. Your leg…"
96,CBSNews,CBS News,2018-06-05 12:33:27+00:00,0.0,1.0,0.0,0.0,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/EZYOhzdA6m
95,CBSNews,CBS News,2018-06-05 12:38:36+00:00,0.0,1.0,0.0,0.0,"RT @CBSThisMorning: JUST IN: @Oprah reveals her newest highly-anticipated book club selection is ""The Sun Does Shine: How I Found Life and…"
94,CBSNews,CBS News,2018-06-05 12:39:57+00:00,0.0,1.0,0.0,0.0,"""So many lies"": Philadelphia Eagles wide receiver Torrey Smith fact checks President Trump after White House invite… https://t.co/lPfDHZuRhO"
93,CBSNews,CBS News,2018-06-05 12:41:59+00:00,0.185,0.815,0.0,0.6124,“My mom did everything she could to make sure we were brought up right. I often say that if I could have one wish i… https://t.co/OlKWnJ96Od
92,CBSNews,CBS News,2018-06-05 12:43:56+00:00,0.091,0.782,0.127,-0.2732,"RT @CBSThisMorning: ""I started to read it and I couldn't put it down. It's a true story of this man's anguish and the fact that he was mist…"
91,CBSNews,CBS News,2018-06-05 12:46:10+00:00,0.34,0.66,0.0,0.8515,"“Every week for 30 years Lester never missed a week,” @Oprah says of author Anthony Ray Hinton’s best friend, who v… https://t.co/OUzEm9OUyi"
90,CBSNews,CBS News,2018-06-05 12:51:42+00:00,0.0,1.0,0.0,0.0,"Woman tweets about an ""angel"" who helped her in the airport -- turns out that angel was NFL player Jermaine Gresham… https://t.co/RGsLvIe3rD"
89,CBSNews,CBS News,2018-06-05 13:00:01+00:00,0.109,0.891,0.0,0.296,"The UN human rights office is calling on the Trump administration to ""immediately halt"" its ""zero tolerance"" policy… https://t.co/A25c92TlAx"
88,CBSNews,CBS News,2018-06-05 13:08:37+00:00,0.0,1.0,0.0,0.0,"RT @CBSThisMorning: Anthony Ray Hinton remembers 5 things an officer told him when he was wrongfully-convicted: 
1) You're black
2) A white…"
87,CBSNews,CBS News,2018-06-05 13:14:55+00:00,0.0,0.918,0.082,-0.1779,An international human rights group is accusing the U.S. and its allies of showing little regard for civilians' liv… https://t.co/FWqEo2Uxqu
86,CBSNews,CBS News,2018-06-05 13:24:11+00:00,0.0,1.0,0.0,0.0,President Trump is gearing up for a major global summit in Canada this weekend. Here's what you need to know:… https://t.co/WoYqR4jf3A
85,CBSNews,CBS News,2018-06-05 13:29:35+00:00,0.0,1.0,0.0,0.0,"First lady Melania Trump reappears after 24 days out of public view
https://t.co/MS3vW3F5FW https://t.co/xEcG38APlM"
84,CBSNews,CBS News,2018-06-05 13:33:14+00:00,0.144,0.791,0.065,0.4019,"Hard numbers:
- At the 500-day mark, Pres. Trump’s approval rating among Republicans is 87%
- U.S. cable news devot… https://t.co/xKcGJguA0i"
83,CBSNews,CBS News,2018-06-05 13:44:42+00:00,0.126,0.669,0.204,-0.2732,"When her mom got into a car accident, this little girl went from ""hysterical"" to peacefully fast asleep in a fire f… https://t.co/Yw4otWbxNK"
82,CBSNews,CBS News,2018-06-05 13:57:02+00:00,0.0,1.0,0.0,0.0,MOMENTS AGO: Harvey Weinstein arrives for court appearance in New York City https://t.co/IhrymDDFnB https://t.co/jCSiIsWv7A
81,CBSNews,CBS News,2018-06-05 14:34:16+00:00,0.0,0.875,0.125,-0.25,The national anthem at sporting events has a long history of protest and patriotism https://t.co/5DiIwprStj https://t.co/2wxwKkWUDr
80,CBSNews,CBS News,2018-06-05 14:44:39+00:00,0.0,1.0,0.0,0.0,Oprah's Book Club: Her latest pick by Anthony Ray Hinton was revealed on @CBSThisMorning  https://t.co/IHGNQVZQrQ https://t.co/eakMD1viMB
79,CBSNews,CBS News,2018-06-05 14:55:21+00:00,0.0,1.0,0.0,0.0,WATCH: Philadelphia Mayor Jim Kenney joins CBSN after President Trump canceled the Eagle's trip to the White House… https://t.co/Q4yA7rg6j7
78,CBSNews,CBS News,2018-06-05 14:58:00+00:00,0.171,0.748,0.081,0.4867,"""Donald Trump ruins a lot of things but he can't ruin this,"" Philadelphia Mayor Jim Kenney says after the president… https://t.co/i2tbnwdQLY"
77,CBSNews,CBS News,2018-06-05 14:59:56+00:00,0.178,0.822,0.0,0.3818,"President Trump, facing GOP pushback, vows U.S. trade will be stronger https://t.co/pHxzDySvhV https://t.co/h0d30ld61l"
76,CBSNews,CBS News,2018-06-05 15:01:07+00:00,0.0,0.881,0.119,-0.4019,“Many mayors have stood up against this tyrant. He is trying to turn this country into a dictatorship by ignoring t… https://t.co/x4jXcZtI0u
75,CBSNews,CBS News,2018-06-05 15:02:38+00:00,0.228,0.772,0.0,0.7346,"""That is the most important thing, that this team stays together and be the great team that we are. Don't let Donal… https://t.co/zUe5zcdp75"
74,CBSNews,CBS News,2018-06-05 15:14:23+00:00,0.258,0.509,0.233,0.1456,NEW: Harvey Weinstein has pleaded not guilty to rape and criminal sex act charges https://t.co/4ZCKujyxtF https://t.co/FHjwMZQ9oG
73,CBSNews,CBS News,2018-06-05 15:14:40+00:00,0.0,0.808,0.192,-0.4215,"Miss America is dropping the swimsuit competition from its nationally televised broadcast, and will no longer judge… https://t.co/YL9WvuVahf"
72,CBSNews,CBS News,2018-06-05 15:18:09+00:00,0.221,0.655,0.124,0.396,"Harvey Weinstein pleaded not guilty to rape in the first and third degree and criminal sexual act. He maintains, th… https://t.co/TSfz4xgezM"
71,CBSNews,CBS News,2018-06-05 15:29:46+00:00,0.0,0.773,0.227,-0.6486,"Former sheriff's deputy says ""there was no time"" to intervene in Parkland shooting, says he's haunted by what happe… https://t.co/n5tGJ5z0IB"
70,CBSNews,CBS News,2018-06-05 15:44:49+00:00,0.187,0.813,0.0,0.5994,"After the @Eagles were disinvited from their Super Bowl celebration at the White House today, Philadelphia's mayor… https://t.co/SSXqxspLtD"
69,CBSNews,CBS News,2018-06-05 15:59:34+00:00,0.0,0.734,0.266,-0.7003,Mom who allowed men to rape her 5 and 6-year-old daughters for drugs and cash sentenced to prison… https://t.co/x6MstKAhUB
68,CBSNews,CBS News,2018-06-05 16:11:02+00:00,0.0,0.798,0.202,-0.5106,"White House casts blame on Philadelphia Eagles after President Trump cancels event: ""In other words, the vast major… https://t.co/MRQGoyuXOa"
67,CBSNews,CBS News,2018-06-05 16:15:12+00:00,0.0,1.0,0.0,0.0,"It's a jungle (primary) out there: under California's open primary system, all candidates run on the same ballot, r… https://t.co/EWLQLVwP6f"
66,CBSNews,CBS News,2018-06-05 16:32:57+00:00,0.0,0.645,0.355,-0.8689,"NEW: Renowned designer Kate Spade, 55, found dead in her Manhattan apartment following an apparent suicide, police… https://t.co/ZxTyypiadQ"
65,CBSNews,CBS News,2018-06-05 16:58:52+00:00,0.0,0.698,0.302,-0.5994,Puerto Rico ordered to release hurricane-related death data https://t.co/OGCQYZDZeu https://t.co/paN4xyPElh
64,CBSNews,CBS News,2018-06-05 17:14:40+00:00,0.0,0.5,0.5,-0.9001,"A suspect accused of stealing flags from a war memorial claimed he needed new curtains, police say… https://t.co/dc9kNviOZR"
63,CBSNews,CBS News,2018-06-05 17:30:29+00:00,0.0,0.71,0.29,-0.6486,Jeff Sessions argues it's necessary to separate children from parents when detained at border:… https://t.co/oT8phOnCxn
62,CBSNews,CBS News,2018-06-05 17:45:09+00:00,0.0,0.694,0.306,-0.8689,Kate Spade was found dead today at the age of 55 following an apparent suicide. The renowned designer was known for… https://t.co/qKMyqPtRdA
61,CBSNews,CBS News,2018-06-05 17:47:28+00:00,0.0,0.899,0.101,-0.2263,"NEW: Senate Majority Leader Mitch McConnell cancels Senate's August recess ""due to the historic obstruction by Sena… https://t.co/I4qEm0C6Xi"
60,CBSNews,CBS News,2018-06-05 17:59:43+00:00,0.244,0.478,0.278,-0.1779,Infant abducted by her sex offender father found safe after Amber Alert https://t.co/6HVCZpIX0b https://t.co/I8m7agUEPb
